trial_id,question
s4d_795993a399ee975f9575,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_3d3208bd8fa4b8538858,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_e7c98082dd841b2a6eb7,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_0ab2a5d33765f69ee310,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_086ff5f82a90dec33511,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_217d631f4eeed8a6b18f,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_dfff455e3931b4d68522,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_363fbe6ed2f63d741229,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_62a801f3abfc6ac5a634,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_f3580ce1b88bd19f55f5,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_d2b2c9199f0cf22d7442,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_cafbedea5fd0c49f073a,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_85db88a47e069280064e,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_11b1c8e98a11d5626870,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_099d540c4d6afd918a5d,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_cc9b37bf47a5a9520091,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_49aa8b59170ae1e308d4,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_575411edd2f000a0cc59,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_7206062915b199c2dc43,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_1ed4bd4fe525c3e9552f,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_87d602af2f9e5a717c07,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_09f913141720acf5f7f5,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_ac13267cd8d4049c172f,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_e66bfa56fd8c7a913e9f,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_321f93b4d69c53199722,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_082f82f86415a5c84d9c,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_b0d7a783c65bd5cd5cd4,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_b5923c07691df364311e,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_e4efd7aa87f4dcd20c5a,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_3e0982e5f3e59de3ecef,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_a0ecc88984133c8f77a0,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_80713c582183f64df71a,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_e4d25f71e7d3ea4d99d2,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_e8167f74bfad296af804,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_f2ba67d1cfafa247709e,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_73ca782236659a9b1d35,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_c7a4bd40528bab72b4d5,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_4d56db734e8986844181,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_a8c8ec2a387cad87a8f5,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_4854e7552acaec3f0fd3,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_78bb12bd497914c5a0a9,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_b3717301856c734a9b5f,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_368288606b23d352e630,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_4f1ada51309a5ffbd6fd,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_94c13b1c04e588ed7cd8,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_1e872eceec2b59c401ca,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_16c0e72c9198835dd64f,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_3323ed9dd8dae43af7eb,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_27997cabebf07b4f737a,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_0bc517c59d3cc8ba1a26,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_0f91fc9c5b41de2be15d,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_bb9591621fe847b65c1e,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_3597d6d3b28689545afc,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_700b9a0acaf3032e6c2d,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_9eb95dfe1195c165d9ae,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_65298cb4a25d9072ef2b,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_c8705399e970997d1dd6,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_634434d208ef5eb34410,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_2b149ab0420d8cfb7ab3,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_1b8af7ca432e308f4e9a,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_1aa6434d0b420cec49dd,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_db9793d23f1430648d4e,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_c30c4e15faab04076474,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_556115be0714559c37ab,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_55de9f94d55d4f669282,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_481382dd5ddd6f363251,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_50ca20ee17f5606089ef,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_95e1570b73f118a475fa,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_bcbc2463a80fdf62a18f,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_57bdbff624a6c7ade2b8,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_441c49814e21592ba06e,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_ee189329c154e0f8789a,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_a2e1663b48a9b3afc645,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_7d2d7b653462ded3d0f0,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_94fa836bb4014a6bf7e8,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_f7d8862cd6017a2bb0ea,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_e8bf982416461673db95,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_454fbf7ed2373024ac25,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_4c0e587f25c1b98159d7,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_e40c5c3552cdf14df1a7,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_520be211521c33bed18e,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_7bd26786875293b7c5f7,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_a7c733f91ea562fe5435,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_944070e069bf2e135784,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_a79c2a393a76427a333e,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_96510ac3aae6b5719199,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_27322efd3c738f3401c4,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_ebb749a7ced6a23804e3,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_eeab33888b97de925f06,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_bc6c32a3851982739d8b,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_b195a3ba2e8fc1b7fda2,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_f11934b89fa5765f1e0d,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_38ca34a350a1f49c10ad,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_c5d005f5e4af39e6a4d9,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_7ec55a55563c308f4047,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_5ca8dd5e839627ad9bd9,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_5220778a972bf9280da3,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_b5eb008f65868aaed64b,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_dfaae6c6994bf822d2f1,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_1495bed6fabe5c8c53e7,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_6a4be1197b7661f712a2,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_03d971f6f627588d3cf1,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_c4ee423c575268912009,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_a1aaa26cdb273e1c24ce,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_5e7671da4453601341b7,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_c293a5928b9b7c18f675,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_e30f87c78aa05dfe106d,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_18899b81059131c964a5,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_e2e67a5470032fdcb606,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_b7bbf6bb432cb8a758cb,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_60fb310792bd7961fa98,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_6cbd95f3bb1c73dec070,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_9fe24ab242b455879263,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_6152b64c3a7c0b05b917,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_e1f5a6660413f3061699,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_90f416b8134989c4b595,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_1e4d9eafe30fa459a66d,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_cc085e12ede46c2d19d7,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_2735ee2542e1460f5280,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_b1813692cfd83dae13b2,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_ca3b4c98dc004b4f9508,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_2448a280c7243534aa4c,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_99b410e8a83e73405098,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_848e05c01fa67e7c0501,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_402f89c5e63cf4a3bb1d,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_71af48e8786a37c6844b,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_c54952d5ac8f6f6a12d1,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_4468942e805b7d896d44,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_84b4be2c12c39a2096bb,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_e15fe6681e279b0f3e43,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_7bb82d96eda2c9cb6898,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_9acda63a641646a2e1b3,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_5efd98cada6c27fe0402,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_d0477777ef94d4647606,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_f817e67ba158912e83f1,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_c4ff6220aae7f16f8daf,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_8abd746afdb598ad74d9,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_c4078390e3b9514851a8,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_9962218c3185371d141d,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_6316a9f47511458bc2ba,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_b1c8ab511e090e2f7639,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_24ab70616aa3e7cc76a1,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_80dc57b94fc8fc93d44a,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_cb3b1cbd8f1bcdd6b106,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_a48447bf170b5302ea59,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_8ac2f1fb86c2895e840e,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_5d735969dff63a9ca60e,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_187faa32bc359dfae919,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_f7e6dfe66984fbe28a2c,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_3eef25daf4521f3565fc,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_3c5a8d1296ed464cfa74,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_9dbfa35745d528626571,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_e294b02f275d9177d6ee,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_2db6d17d5f923d2f8275,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_fe8218ffbda4ded24caf,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_40c6e09cdfeb93e8a38d,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_aded55b53e04ab3ed7cb,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_d7e9f03601a6e7c86171,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_09157e7945575255bc34,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_f70d17acf46606732749,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4d_839bc7e156099e15fcb7,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
