trial_id,question
s4a_fa45996976da5e764e58,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_7b8a97f143ecb9f68459,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_f1bceb0f4a8d5b96466a,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_a65bb587f0291d1eeb07,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_50463ceca40e56c37725,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_957d65fab85e853f8776,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_c07ddd961aa1e0806a08,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_e5ac22d9203203d3ec75,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_72dbf7d191ddc8e496d4,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_0150e64cd690f9f70f94,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_b8592ffa3cefb62ddec4,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_3f7ce422cea52781e709,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_c4e4cb1239447ed6ac4f,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_0c467aed91b670ee6e08,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_dc0323ddc23f23f65d33,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_6946593b28a744c9654c,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_1878431328e2a5938571,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_d3ec2c9f70439980657b,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_4c45595a890fb6dcb23b,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_5613965b03884d7bd40b,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_70f6a2ba1cb49b786cab,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_5488e6250f29b979744e,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_5c2f0532f9dab35f1068,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_d4426f2fe4e8c67c1650,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_4c54d50f4e61c917e4f1,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_6256efa1c1d250f918af,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_38f9185de5a4cc54ddce,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_175093a3ca2b41dff528,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_825352130c513393906a,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_5a0dcfe339b78efdba6e,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_aa5fbcc6ea56be7502d8,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_7842345c549b6035491f,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_4829b8c535635dd04216,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_6bf030c417cf746c4abb,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_9b75aabf756f1c520f25,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_b0f6be27e062b5957f46,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_01cf7a74cf617e4144f6,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_affa33614ff3ef992339,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_2073d4a260144a310304,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_ec445c8335b2150ad295,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_33823d26e48553ccaadf,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_5b7f66051a5aa48ef3ed,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_a986c02e38494553a77d,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_6e84834494e1df3e68a7,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_858d1962ff3f16987932,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_431c9a587b234d8d2f42,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_1e404d9889d52b8accc2,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_22a01d243d290ab08281,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_75d2f76ecb468fac7245,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_32db34a4a295112cbf04,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_35e955d343ecb66f52bf,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_25d1c8fdc1df2e929823,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_12cb0f8eff5a706e383f,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_7aeab06c6c401502f174,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_ed7c187cf9806791a49d,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_b23272620398deb4aba4,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_143904f6ca2fcfcfbb08,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_baeab76f2951bf5e0334,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_d526bf19352b575cd70f,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_bde38893c8e19fd72b75,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_17b0e5b8dfd208eb2f8d,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_f7a67fde569ffa7077db,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_658ca82d4e34b5084e13,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_bba5c4265420cd330c8f,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_d61102b876f5eeff2276,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_83898b612995f1108abf,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_b6781432cf9ae90c4609,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_f5fb56114446811de560,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_49944a2f423868724028,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_c8e81005804509380bdf,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_8dc967f509537a25070b,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_0430f42e054d5d010893,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_7877de644ba1df41b5cf,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_e4329c62c074deed03df,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_45938bbecb32fb454c9e,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_b3ad1849ce1b167099c2,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_cafe02f609c8c5486299,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_be80970506ef259d3fb3,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_ffcf368a3635c878cf35,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_d3c66758632b6af81b85,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_8c94edfb3dc790ed2e63,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_fbbc900582117c28fd64,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_9ed3fd58e1895a25431c,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_b870963f54d2ac6e6085,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_0d2ae7b136e54711773a,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_8b7d1a77171629eb15fc,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_1b18c4a3a284fc6cbdef,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_b49e0e9cebecbd600b53,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_3a50a50185b047f21ee7,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_5cffbff289d7796e9f83,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_8c54c9353248e53f73c4,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_2efacadc96d526067dc1,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_17ea14ecf8327d3b7462,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_60c016162fcb8ea6164a,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_1a2d17ecceee564eff6c,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_8462747ab5fb9f75a4b9,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_949aa917d93e9163c1c2,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_760eac94a691c7874b25,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_161424395acffb576d51,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_03e49412be26fb392533,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_722f8d6a8c9addf5686d,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_238025a65107831251a9,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_6bd62b87d82e31f20610,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_3402541f693539a3a061,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_c71eeab669421495631b,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_4a2fcc74519b28308f70,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_fef4541eb127cce5792c,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
s4a_96f1ea06c61ce7fb0f11,"Considering the available 30-second recordings overall, which candidate sounds more like the query?"
